popwght,state,nielsen,region,division,ownhome,mstatus,emply,age,age2,educ,income,d3_a,sex,sumo8
1.3651,AK,D,West,Pacific,Owned,Married,Homemaker,62, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Pepperoni
0.58,AK,C,West,Pacific,Rented,"Single, living with a partner",Full-time,22, ,High school graduate,"$40,000 but less than $50,000",Moderate,Male,Pepperoni
2.3313,WA,A,West,Pacific,Rented,"Single, that is never married",Part-time,20, ,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
2.1278,AK,C,West,Pacific,Rented,"Single, living with a partner",Full-time,26, ,High school graduate,Refused,Moderate,Female,Mushrooms
0.7665,OR,B,West,Pacific,Owned,Married,Full-time,67, ,Graduated college,"$40,000 but less than $50,000",Very liberal,Male,Don't know/no answer
1.2077,CA,A,West,Pacific,Rented,"Single, that is never married",Student,22, ,Graduated college,"Less than $15,000",Moderate,Male,Onions
2.2209,WA,B,West,Pacific,Owned,Married,Retired,60, ,Some college,"$30,000 but less than $40,000",Somewhat conservative,Female,Sausage
0.3238,WA,C,West,Pacific,Owned,Widowed,Retired,85, ,Graduated college,"$40,000 but less than $50,000",Very conservative,Female,Sausage
0.7715,CA,A,West,Pacific,Owned,"Single, that is never married",Full-time,24, ,Graduated college,"$100,000 to under $150,000",Moderate,Male,Pepperoni
0.5784,CA,B,West,Pacific,Owned,Divorced,Full-time,62, ,Some college,"$100,000 to under $150,000",Moderate,Female,Mushrooms
2.0003,ID,C,West,Mountain,Owned,Married,Full-time,25, ,Some college,"$30,000 but less than $40,000",Moderate,Male,Sausage
2.0648,HI,B,West,Pacific,Owned,Married,Full-time,57, ,Less than high school graduate,"$50,000 but less than $75,000",Somewhat liberal,Female,Mushrooms
1.0147,PA,C,North East,Mid Atlantic,Don't know,"Single, that is never married",Full-time,23, ,Graduated college,"$75,000 but less than $100,000",Somewhat conservative,Male,Sausage
0.8437,MN,D,North Central,West North Central,Owned,Divorced,Full-time,59, ,High school graduate,Don't know,Moderate,Male,Sausage
0.6462,IN,D,North Central,East North Central,Owned,Married,Retired,70, ,Graduated college,"Less than $50,000 (Unspecified)",Somewhat conservative,Male,Sausage
0.25,OH,C,North Central,East North Central,Owned,Widowed,Retired,74, ,High school graduate,"$30,000 but less than $40,000",Somewhat liberal,Female,Sausage
0.8386,OH,B,North Central,East North Central,Rented,Widowed,Full-time,57, ,High school graduate,"$25,000 but less than $30,000",Very liberal,Female,Pepperoni
0.6529,PA,A,North East,Mid Atlantic,Owned,"Single, that is never married",Student,20, ,High school graduate,"$100,000 to under $150,000",Moderate,Female,Pepperoni
0.5227,MN,D,North Central,West North Central,Owned,Married,Full-time,50, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Pepperoni
0.8872,OH,B,North Central,East North Central,Rented,"Single, that is never married",Part-time,33, ,Some college,"$40,000 but less than $50,000",Somewhat conservative,Female,Pepperoni
1.892,NC,B,South,South Atlantic,Rented,"Single, that is never married",Full-time,29, ,High school graduate,"Less than $15,000",Moderate,Female,Pepperoni
1.056,NY,B,North East,Mid Atlantic,Rented,Married,Disabled/Handicapped,40, ,Some college,"$15,000 but less than $25,000",Moderate,Male,Sausage
0.4765,MD,A,South,South Atlantic,Owned,"Single, that is never married",Full-time,25, ,High school graduate,Don't know,Somewhat conservative,Female,Pepperoni
2.5121,CA,B,West,Pacific,Rented,Separated,Full-time,38, ,High school graduate,"$15,000 but less than $25,000",Very conservative,Female,Pepperoni
0.3252,GA,D,South,South Atlantic,Owned,Divorced,Part-time,69, ,Graduated college,"$30,000 but less than $40,000",Somewhat conservative,Male,Sausage
1.1902,FL,B,South,South Atlantic,Rented,"Single, that is never married",Full-time,23, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Don't know/no answer
3.3112,MI,B,North Central,East North Central,Owned,Married,Part-time,37, ,High school graduate,"Less than $15,000",Somewhat liberal,Female,Pepperoni
1.4666,PA,B,North East,Mid Atlantic,Owned,"Single, that is never married",Part-time,25, ,Less than high school graduate,Refused,Very liberal,Male,Sausage
1.9256,CA,A,West,Pacific,Rented,"Single, living with a partner",Part-time,49, ,Less than high school graduate,"Less than $15,000",Very liberal,Female,Mushrooms
1.1674,VA,B,South,South Atlantic,Rented,"Single, that is never married",Full-time,23, ,Technical school/other,"$30,000 but less than $40,000",Very liberal,Male,Don't eat pizza
1.0499,VA,B,South,South Atlantic,Owned,Married,Full-time,38, ,High school graduate,"$50,000 but less than $75,000",Moderate,Male,Sausage
0.6654,MA,A,North East,New England,Rented,"Single, that is never married",Retired,47, ,Less than high school graduate,"$50,000 but less than $100,000 (Unspecified)",Very conservative,Male,Pepperoni
0.8976,VA,B,South,South Atlantic,Rented,"Single, that is never married",Full-time,24, ,Graduate school or more,"$50,000 but less than $75,000",Very liberal,Male,Pepperoni
1.4127,CA,A,West,Pacific,Rented,Married,Part-time,41, ,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
1.041,IN,C,North Central,East North Central,Owned,"Single, living with a partner",Full-time,52, ,Graduated college,"$100,000 to under $150,000",Very conservative,Female,Mushrooms
1.2029,OH,D,North Central,East North Central,Owned,Divorced,Retired,61, ,Some college,"$15,000 but less than $25,000",Somewhat conservative,Female,Pepperoni
3.0601,FL,B,South,South Atlantic,Rented,Married,Full-time,45, ,Less than high school graduate,Refused,Refused,Male,Pepperoni
0.4503,MI,A,North Central,East North Central,Owned,"Single, that is never married",Retired,65, ,Graduate school or more,"$30,000 but less than $40,000",Somewhat liberal,Female,Pepperoni
1.2025,OH,A,North Central,East North Central,Rented,"Single, living with a partner",Temporarily unemployed,19, ,High school graduate,"Less than $15,000",Somewhat conservative,Male,Pepperoni
2.4336,FL,B,South,South Atlantic,Owned,Married,Full-time,42, ,Some college,"$200,000 to under $250,000",Moderate,Male,Pepperoni
1.8753,MA,A,North East,New England,Owned,Married,Full-time,50, ,High school graduate,Refused,Moderate,Male,Mushrooms
0.4272,MI,B,North Central,East North Central,Rented,"Single, that is never married",Full-time,33, ,Graduated college,"Less than $15,000",Very liberal,Male,Pepperoni
1.0196,FL,B,South,South Atlantic,Rented,Divorced,Full-time,30, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Male,Pepperoni
0.25,PA,B,North East,Mid Atlantic,Owned,Widowed,Retired,76, ,High school graduate,Refused,Moderate,Female,Pepperoni
1.8552,CA,A,West,Pacific,Rented,"Single, living with a partner",Student,Refused,18-29,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
1.4602,VA,A,South,South Atlantic,Rented,"Single, that is never married",Full-time,26, ,Less than high school graduate,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
0.3495,MD,C,South,South Atlantic,Rented,Widowed,Temporarily unemployed,68, ,Less than high school graduate,"Less than $15,000",Moderate,Female,Mushrooms
2.7501,DE,C,South,South Atlantic,Rented,"Single, that is never married",Student,43, ,Less than high school graduate,"$40,000 but less than $50,000",Moderate,Female,Pepperoni
1.1195,IN,A,North Central,East North Central,Rented,"Single, that is never married",Part-time,18, ,High school graduate,"$75,000 but less than $100,000",Moderate,Male,Pepperoni
0.4803,SC,B,South,South Atlantic,Owned,"Single, that is never married",Temporarily unemployed,21, ,Less than high school graduate,"Less than $15,000",Don't know,Male,Sausage
0.3552,IN,B,North Central,East North Central,Owned,"Single, living with a partner",Retired,55, ,Graduate school or more,"$50,000 but less than $75,000",Very liberal,Male,Sausage
2.8016,FL,A,South,South Atlantic,Owned,Married,Homemaker,44, ,High school graduate,"$25,000 but less than $30,000",Moderate,Female,Sausage
0.7765,WV,D,South,South Atlantic,Owned,"Single, living with a partner",Homemaker,27, ,Less than high school graduate,"Less than $15,000",Somewhat conservative,Female,Pepperoni
1.9374,FL,B,South,South Atlantic,Owned,"Single, that is never married",Student,20, ,Some college,"Less than $50,000 (Unspecified)",Moderate,Female,Pepperoni
1.2605,NC,C,South,South Atlantic,Owned,Married,Retired,65, ,Graduate school or more,"$40,000 but less than $50,000",Somewhat liberal,Female,Mushrooms
0.5227,FL,D,South,South Atlantic,Owned,Married,Retired,71, ,High school graduate,Refused,Moderate,Male,Sausage
0.9407,OH,D,North Central,East North Central,Owned,Married,Full-time,34, ,Graduated college,"$100,000 to under $150,000",Somewhat conservative,Female,Pepperoni
1.6406,PA,B,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,23, ,Graduated college,"$200,000 to under $250,000",Moderate,Female,Sausage
1.0668,OH,B,North Central,East North Central,Owned,Married,Full-time,45, ,Graduated college,"$75,000 but less than $100,000",Very conservative,Male,Pepperoni
0.3418,MD,A,South,South Atlantic,Owned,Divorced,Full-time,58, ,Graduated college,"$50,000 but less than $75,000",Somewhat liberal,Male,Sausage
0.5619,NY,B,North East,Mid Atlantic,Owned,"Single, that is never married",Part-time,26, ,Graduated college,Don't know,Very liberal,Male,Mushrooms
0.7594,OH,D,North Central,East North Central,Owned,"Single, that is never married",Full-time,21, ,High school graduate,"$50,000 but less than $75,000",Somewhat conservative,Male,Mushrooms
2.4312,DC,A,South,South Atlantic,Rented,Divorced,Full-time,44, ,Some college,"$50,000 but less than $75,000",Somewhat liberal,Female,Pepperoni
1.6182,NJ,A,North East,Mid Atlantic,Owned,Married,Full-time,43, ,Graduate school or more,"$100,000 and over (Unspecified)",Somewhat conservative,Male,Mushrooms
0.594,FL,A,South,South Atlantic,Owned,Widowed,Retired,90, ,Graduate school or more,"$50,000 but less than $75,000",Moderate,Male,Pepperoni
1.3184,NY,A,North East,Mid Atlantic,Rented,"Single, that is never married",Part-time,21, ,Some college,"$30,000 but less than $40,000",Somewhat liberal,Female,Pepperoni
2.0486,GA,A,South,South Atlantic,Owned,Married,Full-time,55, ,Some college,"$50,000 but less than $75,000",Moderate,Female,Pepperoni
1.1878,WV,A,South,South Atlantic,Rented,"Single, that is never married",Retired,71, ,Less than high school graduate,"Less than $15,000",Don't know,Male,Pepperoni
1.23,AL,B,South,East South Central,Refused,Refused,Temporarily unemployed,57, ,Less than high school graduate,"Less than $15,000",Moderate,Female,Sausage
0.476,MN,D,North Central,West North Central,Rented,Widowed,Temporarily unemployed,60, ,Some college,"Less than $15,000",Refused,Female,Pepperoni
0.6215,IL,D,North Central,East North Central,Owned,Separated,Part-time,48, ,High school graduate,"Less than $15,000",Moderate,Female,Onions
1.2186,IA,D,North Central,West North Central,Rented,Widowed,Disabled/Handicapped,50, ,High school graduate,"Less than $15,000",Moderate,Female,Onions
1.1289,NH,C,North East,New England,Owned,Married,Full-time,37, ,Graduate school or more,"$50,000 but less than $75,000",Moderate,Female,Pepperoni
0.5652,MN,D,North Central,West North Central,Owned,Divorced,Full-time,54, ,Graduated college,"$50,000 but less than $75,000",Moderate,Female,Sausage
0.3743,TX,B,South,West South Central,Rented,Widowed,Retired,79, ,Graduate school or more,"$150,000 to under $200,000",Moderate,Male,Sausage
0.8437,WI,D,North Central,East North Central,Owned,"Single, living with a partner",Full-time,55, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Sausage
0.8833,TX,A,South,West South Central,Rented,Married,Full-time,27, ,Graduate school or more,Refused,Refused,Male,Pepperoni
0.5036,MN,A,North Central,West North Central,Rented,"Single, that is never married",Full-time,24, ,Graduated college,Don't know,Somewhat liberal,Male,Pepperoni
0.7988,KS,B,North Central,West North Central,Owned,"Single, living with a partner",Retired,78, ,High school graduate,"$15,000 but less than $25,000",Don't know,Female,Pepperoni
0.861,MS,D,South,East South Central,Owned,Widowed,Disabled/Handicapped,60, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Sausage
0.7011,ND,D,North Central,West North Central,Owned,"Single, that is never married",Student,19, ,High school graduate,Don't know,Moderate,Male,Don't eat pizza
0.4227,WI,C,North Central,East North Central,Rented,Married,Retired,71, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Male,Pepperoni
0.3695,KS,B,North Central,West North Central,Owned,"Single, living with a partner",Full-time,60, ,High school graduate,"$25,000 but less than $30,000",Somewhat liberal,Male,Pepperoni
1.4602,AL,B,South,East South Central,Rented,"Single, that is never married",Part-time,Refused,18-29,Less than high school graduate,"$15,000 but less than $25,000",Somewhat conservative,Male,Pepperoni
1.6556,IA,B,North Central,West North Central,Owned,Married,Full-time,40, ,High school graduate,"$40,000 but less than $50,000",Somewhat conservative,Female,Sausage
0.3678,TN,B,South,East South Central,Owned,Married,Temporarily unemployed,65, ,Graduated college,"Less than $15,000",Somewhat liberal,Male,Sausage
0.8407,AZ,A,West,Mountain,Owned,"Single, that is never married",Full-time,18, ,High school graduate,"$75,000 but less than $100,000",Very liberal,Male,Don't know/no answer
0.2907,WI,A,North Central,East North Central,Rented,Divorced,Retired,70, ,Graduate school or more,"$30,000 but less than $40,000",Very liberal,Male,Mushrooms
2.691,AZ,A,West,Mountain,Rented,Married,Part-time,43, ,Some college,"$50,000 but less than $75,000",Don't know,Male,Pepperoni
0.9308,TX,B,South,West South Central,Owned,Widowed,Retired,80, ,Some college,"Less than $15,000",Moderate,Female,Pepperoni
0.6241,CO,B,West,Mountain,Owned,Divorced,Full-time,Refused,50-64,Graduated college,Refused,Very conservative,Female,Pepperoni
0.5818,CO,D,West,Mountain,Rented,Separated,Full-time,28, ,Less than high school graduate,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
0.4057,AZ,A,West,Mountain,Owned,Widowed,Retired,89, ,Graduate school or more,"$50,000 but less than $75,000",Very conservative,Male,Sausage
0.8841,AZ,A,West,Mountain,Rented,Widowed,Disabled/Handicapped,52, ,Some college,"Less than $15,000",Very conservative,Male,Pepperoni
3.5434,CA,A,West,Pacific,Rented,Married,Student,27, ,Some college,"$25,000 but less than $30,000",Moderate,Female,Mushrooms
0.6784,OK,B,South,West South Central,Owned,Divorced,Full-time,49, ,Graduated college,"$75,000 but less than $100,000",Moderate,Male,Mushrooms
2.691,CA,A,West,Pacific,Rented,Married,Full-time,30, ,Some college,"$100,000 to under $150,000",Very liberal,Male,Pepperoni
1.0643,AZ,B,West,Mountain,Owned,Married,Part-time,54, ,Graduated college,"$100,000 to under $150,000",Moderate,Female,Pepperoni
1.7731,CA,B,West,Pacific,Owned,"Single, that is never married",Full-time,55, ,Some college,"$25,000 but less than $30,000",Moderate,Male,Sausage
1.1346,AZ,C,West,Mountain,Rented,Divorced,Full-time,34, ,High school graduate,"$100,000 to under $150,000",Somewhat liberal,Male,Pepperoni
2.2209,AZ,B,West,Mountain,Owned,Married,Full-time,62, ,Some college,"$100,000 to under $150,000",Very conservative,Female,Sausage
1.0201,ID,D,West,Mountain,Rented,"Single, living with a partner",Homemaker,33, ,Less than high school graduate,"$40,000 but less than $50,000",Very liberal,Female,Mushrooms
0.7194,AZ,A,West,Mountain,Owned,"Single, that is never married",Full-time,22, ,Some college,"$50,000 but less than $75,000",Moderate,Male,Pepperoni
0.696,WA,D,West,Pacific,Owned,"Single, living with a partner",Homemaker,41, ,High school graduate,"$25,000 but less than $30,000",Somewhat conservative,Female,Pepperoni
1.3233,AL,B,South,East South Central,Owned,Married,Full-time,30, ,Graduated college,Refused,Moderate,Male,Pepperoni
0.8253,WA,A,West,Pacific,Owned,Divorced,Full-time,60, ,High school graduate,"$30,000 but less than $40,000",Somewhat liberal,Female,Sausage
1.0544,CA,B,West,Pacific,Rented,Refused,Part-time,Refused,18-29,Some college,"$50,000 but less than $75,000",Very liberal,Male,Pepperoni
1.7408,CA,A,West,Pacific,Rented,Married,Temporarily unemployed,31, ,Graduated college,Don't know,Refused,Male,Mushrooms
2.0265,AK,C,West,Pacific,Rented,Married,Full-time,25, ,High school graduate,"$30,000 but less than $40,000",Moderate,Male,Pepperoni
0.8214,CA,B,West,Pacific,Rented,Married,Retired,73, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Pepperoni
2.1422,WA,C,West,Pacific,Rented,"Single, that is never married",Student,28, ,Some college,"Less than $15,000",Somewhat conservative,Female,Pepperoni
2.1422,NV,B,West,Mountain,Rented,"Single, that is never married",Part-time,21, ,Some college,"$150,000 to under $200,000",Very conservative,Female,Pepperoni
1.8034,CA,A,West,Pacific,Owned,"Single, living with a partner",Full-time,53, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Male,Pepperoni
1.7455,CA,A,West,Pacific,Rented,Divorced,Disabled/Handicapped,28, ,Less than high school graduate,"Less than $15,000",Very conservative,Male,Pepperoni
1.8034,CA,B,West,Pacific,Owned,Separated,Retired,64, ,Technical school/other,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
1.9055,OR,B,West,Pacific,Owned,Married,Full-time,46, ,Some college,"$40,000 but less than $50,000",Very conservative,Male,Pepperoni
1.8971,AK,C,West,Pacific,Owned,Married,Full-time,34, ,High school graduate,Refused,Moderate,Male,Don't eat pizza
3.2341,AK,C,West,Pacific,Rented,Married,Full-time,27, ,Some college,Refused,Somewhat conservative,Female,Mushrooms
1.3479,ID,D,West,Mountain,Rented,Married,Disabled/Handicapped,54, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
1.7026,MN,A,North Central,West North Central,Owned,"Single, living with a partner",Full-time,33, ,Graduated college,"$75,000 but less than $100,000",Very liberal,Male,Sausage
0.6465,CA,A,West,Pacific,Owned,"Single, that is never married",Full-time,27, ,Less than high school graduate,"$50,000 but less than $75,000",Somewhat conservative,Male,Pepperoni
0.6297,PA,A,North East,Mid Atlantic,Owned,Married,Part-time,68, ,Graduated college,Refused,Very conservative,Female,Pepperoni
0.6167,MA,A,North East,New England,Owned,Divorced,Retired,60, ,Graduate school or more,Refused,Moderate,Male,Sausage
1.892,TN,B,South,East South Central,Owned,"Single, that is never married",Full-time,24, ,High school graduate,"Less than $15,000",Very liberal,Female,Pepperoni
0.7402,NC,B,South,South Atlantic,Rented,Married,Full-time,Refused,50-64,Graduate school or more,"$200,000 to under $250,000",Moderate,Male,Onions
1.0377,TX,C,South,West South Central,Owned,"Single, that is never married",Temporarily unemployed,19, ,High school graduate,"Less than $50,000 (Unspecified)",Moderate,Male,Mushrooms
0.5245,MA,B,North East,New England,Owned,"Single, living with a partner",Retired,78, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Don't know/no answer
0.8521,LA,C,South,West South Central,Owned,Married,Retired,60, ,Graduated college,"$75,000 but less than $100,000",Somewhat conservative,Female,Pepperoni
1.3278,MA,A,North East,New England,Owned,Separated,Full-time,50, ,Some college,"$40,000 but less than $50,000",Moderate,Female,Mushrooms
2.6217,IL,A,North Central,East North Central,Rented,Married,Full-time,31, ,Graduated college,"$30,000 but less than $40,000",Somewhat liberal,Male,Pepperoni
0.6522,TN,B,South,East South Central,Owned,Divorced,Part-time,57, ,Some college,"$25,000 but less than $30,000",Moderate,Female,Onions
1.8427,PA,A,North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,33, ,Graduated college,"$100,000 to under $150,000",Somewhat liberal,Male,Pepperoni
1.1669,OH,C,North Central,East North Central,Owned,Married,Retired,75, ,Graduated college,"$40,000 but less than $50,000",Somewhat conservative,Male,Sausage
1.1068,GA,A,South,South Atlantic,Rented,Divorced,Part-time,52, ,Graduated college,"Less than $15,000",Moderate,Female,Pepperoni
2.1069,FL,C,South,South Atlantic,Owned,Married,Full-time,61, ,Graduate school or more,"$75,000 but less than $100,000",Somewhat liberal,Female,Mushrooms
1.187,IL,A,North Central,East North Central,Rented,"Single, that is never married",Part-time,18, ,Some college,"$15,000 but less than $25,000",Somewhat liberal,Male,Pepperoni
1.6121,NY,C,North East,Mid Atlantic,Rented,Married,Full-time,34, ,Graduated college,"$100,000 and over (Unspecified)",Don't know,Female,Mushrooms
0.436,FL,B,South,South Atlantic,Rented,Divorced,Retired,76, ,Technical school/other,"$15,000 but less than $25,000",Moderate,Female,Pepperoni
0.8516,NY,B,North East,Mid Atlantic,Owned,Married,Retired,71, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Sausage
1.4207,PA,A,North East,Mid Atlantic,Rented,"Single, that is never married",Temporarily unemployed,48, ,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
0.3025,PA,A,North East,Mid Atlantic,Owned,Divorced,Other not employed,51, ,High school graduate,"$75,000 but less than $100,000",Somewhat liberal,Female,Sausage
1.8315,KS,B,North Central,West North Central,Owned,"Single, that is never married",Full-time,41, ,Some college,Refused,Refused,Male,Mushrooms
1.2765,CT,A,North East,New England,Owned,"Single, living with a partner",Full-time,23, ,Some college,"$25,000 but less than $30,000",Very conservative,Male,Don't eat pizza
1.1725,PA,B,North East,Mid Atlantic,Rented,"Single, that is never married",Student,20, ,Some college,"$100,000 to under $150,000",Moderate,Male,Pepperoni
1.8327,VA,D,South,South Atlantic,Owned,Married,Full-time,28, ,High school graduate,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
0.7739,PA,B,North East,Mid Atlantic,Owned,"Single, that is never married",Part-time,21, ,High school graduate,Don't know,Somewhat conservative,Male,Sausage
2.0121,TX,A,South,West South Central,Rented,"Single, that is never married",Full-time,40, ,High school graduate,"$50,000 but less than $75,000",Somewhat liberal,Male,Pepperoni
1.9297,GA,C,South,South Atlantic,Rented,"Single, that is never married",Part-time,22, ,High school graduate,"Less than $15,000",Somewhat liberal,Female,Mushrooms
0.4984,NH,C,North East,New England,Refused,Married,Full-time,57, ,High school graduate,"$250,000 or more",Very conservative,Male,Sausage
1.09,NY,A,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,21, ,Graduated college,"$25,000 but less than $30,000",Don't know,Male,Pepperoni
0.7933,MA,A,North East,New England,Rented,"Single, that is never married",Retired,70, ,Graduated college,"Less than $15,000",Somewhat conservative,Female,Sausage
0.3091,MI,A,North Central,East North Central,Rented,Divorced,Retired,62, ,Some college,"$15,000 but less than $25,000",Moderate,Female,Pepperoni
2.336,SC,C,South,South Atlantic,Rented,"Single, that is never married",Part-time,18, ,Less than high school graduate,Don't know,Don't know,Female,Sausage
0.8516,ME,C,North East,New England,Owned,Married,Full-time,71, ,High school graduate,"$100,000 to under $150,000",Moderate,Male,Mushrooms
1.1171,WV,A,South,South Atlantic,Owned,Married,Part-time,67, ,Graduated college,"$25,000 but less than $30,000",Very conservative,Female,Onions
1.9446,MA,A,North East,New England,Rented,"Single, that is never married",Retired,56, ,Less than high school graduate,"Less than $15,000",Very liberal,Male,Pepperoni
0.6297,NY,A,North East,Mid Atlantic,Owned,Married,Part-time,75, ,Graduated college,"$100,000 to under $150,000",Moderate,Female,Don't eat pizza
0.6969,NJ,A,North East,Mid Atlantic,Rented,Separated,Part-time,26, ,High school graduate,"$15,000 but less than $25,000",Somewhat conservative,Female,Mushrooms
3.1007,CT,B,North East,New England,Rented,Married,Full-time,38, ,High school graduate,"$15,000 but less than $25,000",Somewhat liberal,Male,Mushrooms
1.4939,OH,C,North Central,East North Central,Owned,Divorced,Full-time,50, ,High school graduate,"$40,000 but less than $50,000",Moderate,Male,Pepperoni
2.1909,MO,B,North Central,West North Central,Rented,"Single, living with a partner",Full-time,24, ,Less than high school graduate,"$15,000 but less than $25,000",Moderate,Female,Sausage
3.2046,WI,C,North Central,East North Central,Owned,Married,Full-time,42, ,Some college,Refused,Moderate,Female,Pepperoni
0.25,OH,B,North Central,East North Central,Rented,Divorced,Retired,65, ,High school graduate,"Less than $15,000",Don't know,Female,Mushrooms
0.3652,IL,C,North Central,East North Central,Owned,Widowed,Retired,80, ,High school graduate,Refused,Somewhat conservative,Male,Sausage
1.5479,GA,A,South,South Atlantic,Owned,Married,Full-time,Refused,30-49,Graduated college,"$200,000 to under $250,000",Somewhat conservative,Male,Don't eat pizza
0.3286,WI,B,North Central,East North Central,Owned,Widowed,Part-time,83, ,Graduated college,"$40,000 but less than $50,000",Refused,Male,Sausage
0.7715,MI,D,North Central,East North Central,Owned,Married,Retired,67, ,High school graduate,Refused,Moderate,Male,Pepperoni
0.6621,WI,C,North Central,East North Central,Owned,Married,Full-time,45, ,High school graduate,"$75,000 but less than $100,000",Somewhat liberal,Female,Onions
0.9229,OH,C,North Central,East North Central,Owned,Divorced,Retired,69, ,High school graduate,"Less than $15,000",Don't know,Male,Pepperoni
0.9045,GA,D,South,South Atlantic,Rented,Married,Full-time,27, ,Some college,"$15,000 but less than $25,000",Moderate,Male,Mushrooms
1.6043,OK,C,South,West South Central,Owned,Married,Homemaker,77, ,Less than high school graduate,Refused,Very conservative,Female,Pepperoni
0.5612,LA,B,South,West South Central,Rented,Married,Retired,73, ,Some college,"Less than $50,000 (Unspecified)",Moderate,Female,Pepperoni
0.8976,MS,D,South,East South Central,Owned,Divorced,Part-time,46, ,Some college,Refused,Very liberal,Female,Pepperoni
0.4118,FL,D,South,South Atlantic,Rented,"Single, that is never married",Student,18, ,High school graduate,Don't know,Moderate,Male,Pepperoni
2.1084,TX,B,South,West South Central,Owned,"Single, living with a partner",Temporarily unemployed,22, ,High school graduate,"Less than $15,000",Moderate,Female,Mushrooms
0.9119,FL,B,South,South Atlantic,Rented,Married,Retired,66, ,Less than high school graduate,"$150,000 to under $200,000",Somewhat conservative,Female,Pepperoni
0.8876,MO,B,North Central,West North Central,Owned,Married,Homemaker,60, ,Graduated college,"$100,000 and over (Unspecified)",Very conservative,Female,Onions
1.6117,SC,B,South,South Atlantic,Rented,"Single, that is never married",Full-time,28, ,Graduated college,"$50,000 but less than $75,000",Somewhat liberal,Female,Mushrooms
0.9812,TX,D,South,West South Central,Owned,Divorced,Retired,80, ,High school graduate,"Less than $15,000",Somewhat liberal,Male,Don't know/no answer
0.8511,TX,B,South,West South Central,Owned,Divorced,Retired,77, ,Less than high school graduate,Don't know,Somewhat conservative,Female,Pepperoni
2.2864,TN,D,South,East South Central,Rented,Divorced,Disabled/Handicapped,42, ,High school graduate,"$15,000 but less than $25,000",Moderate,Female,Sausage
1.8427,NY,A,North East,Mid Atlantic,Rented,"Single, that is never married",Part-time,32, ,Graduated college,"$15,000 but less than $25,000",Moderate,Male,Pepperoni
0.8669,CT,A,North East,New England,Rented,Divorced,Retired,82, ,High school graduate,"$30,000 but less than $40,000",Moderate,Female,Mushrooms
1.2538,TX,A,South,West South Central,Owned,"Single, that is never married",Student,19, ,High school graduate,Don't know,Very liberal,Female,Mushrooms
0.8055,AL,D,South,East South Central,Owned,Married,Retired,59, ,Some college,"$50,000 but less than $75,000",Somewhat liberal,Female,Pepperoni
0.9355,TX,C,South,West South Central,Owned,Married,Student,40, ,Some college,"$100,000 to under $150,000",Moderate,Male,Pepperoni
0.25,CT,B,North East,New England,Rented,"Single, that is never married",Retired,76, ,High school graduate,Don't know,Very liberal,Female,Sausage
1.3215,LA,D,South,West South Central,Owned,Divorced,Full-time,63, ,High school graduate,"$50,000 but less than $75,000",Somewhat liberal,Female,Pepperoni
2.8049,TX,A,South,West South Central,Owned,"Single, living with a partner",Full-time,36, ,Less than high school graduate,"$30,000 but less than $40,000",Very liberal,Female,Pepperoni
0.3273,LA,B,South,West South Central,Rented,Widowed,Full-time,60, ,High school graduate,"$25,000 but less than $30,000",Very liberal,Female,Sausage
1.599,AL,D,South,East South Central,Owned,Divorced,Full-time,50, ,Some college,"$15,000 but less than $25,000",Very conservative,Male,Pepperoni
1.6245,TX,A,South,West South Central,Rented,Separated,Full-time,53, ,High school graduate,"$30,000 but less than $40,000",Somewhat conservative,Male,Sausage
0.9969,LA,B,South,West South Central,Rented,"Single, that is never married",Full-time,24, ,Graduated college,"$40,000 but less than $50,000",Very liberal,Male,Onions
1.1902,AL,D,South,East South Central,Rented,"Single, that is never married",Full-time,21, ,High school graduate,"$15,000 but less than $25,000",Somewhat liberal,Male,Sausage
1.1344,MD,A,South,South Atlantic,Owned,Married,Temporarily unemployed,53, ,Some college,"$100,000 to under $150,000",Somewhat conservative,Female,Pepperoni
